metric,uncertainty_type,value,value_mean,value_std,value_ci95_low,value_ci95_high,value_n
ause,aleatoric,0.0592337240300956,0.0592337240300956,0.030864552963267896,0.020916463603231086,0.09755098445696012,5
ause,epistemic,0.08899230243520072,0.08899230243520072,0.04984088204723019,0.027116594739671145,0.15086801013073028,5
ause,total,0.062326024951182966,0.062326024951182966,0.03301623834068322,0.02133752256396284,0.1033145273384031,5
ence,aleatoric,2362.627866969385,2362.627866969385,5008.314479510477,-3855.0189733858474,8580.274707324617,5
ence,epistemic,2021.6696041619095,2021.6696041619095,3906.8598825848308,-2828.5599698880187,6871.899178211838,5
ence,total,2065.6464136818313,2065.6464136818313,4304.858369055086,-3278.6843279349177,7409.97715529858,5
rmse,ensemble,5.986631088073702,5.986631088073702,7.286258193669608,-3.0590030112271673,15.032265187374572,5
spearman,aleatoric,0.6853649148655829,0.6853649148655829,0.007046149107696533,0.6766173677785591,0.6941124619526068,5
spearman,epistemic,0.6324622273787204,0.6324622273787204,0.00836363933608808,0.6220790623628962,0.6428453923945445,5
spearman,total,0.6851471755683152,0.6851471755683152,0.00538145283565154,0.6784662905406281,0.6918280605960022,5
